Ts (degC),I (a.u.),x3,x4,x5,P (W),q (slm)
42.58,1739905.22193608,1.5,3.5,1.5,1.5,3.5
42.57,1746113.43132519,1.5,3.5,1.5,1.5,3.5
42.5,1713192.93420112,1.5,3.5,1.5,1.5,3.5
42.6,1750538.02931391,1.5,3.5,1.5,1.5,3.5
42.55,1736791.20076128,1.5,3.5,1.5,1.5,3.5
42.52,1755949.7174436,1.5,3.5,1.5,1.5,3.5
42.48,1747111.23865602,1.5,3.5,1.5,1.5,3.5
42.47,1763855.92390037,1.5,3.5,1.5,1.5,3.5
42.41,1778615.34211466,1.5,3.5,1.5,1.5,3.5
42.28,1782406.02448308,1.5,3.5,1.5,1.5,3.5
42.21,1737967.25836467,1.5,3.5,1.5,1.5,3.5
42.18,1792247.73078947,1.5,3.5,1.5,1.5,3.5
42.09,1748582.69650376,1.5,3.5,1.5,1.5,3.5
41.99,1761352.78254699,1.5,3.5,1.5,1.5,3.5
41.88,1785164.40741542,1.5,3.5,1.5,1.5,3.5
41.68,1743606.47120301,1.5,3.5,1.5,1.5,3.5
41.63,1760862.50190789,1.5,3.5,1.5,1.5,3.5
41.51,1748341.37495301,1.5,3.5,1.5,1.5,3.5
41.54,1737280.61909774,1.5,3.5,1.5,1.5,3.5
41.61,1758391.75849624,1.5,3.5,1.5,1.5,3.5
41.68,1757431.64610902,1.5,3.5,1.5,1.5,3.5
41.62,1728663.13615602,1.5,3.5,1.5,1.5,3.5
41.55,1787863.90739661,1.5,3.5,1.5,1.5,3.5
41.47,1758330.16545113,3,3.5,3,3,3.5
42.94,2327915.79208647,3,3.5,3,3,3.5
45.68,2378263.05583647,3,3.5,3,3,3.5
46.45,2384297.08009401,3,3.5,3,3,3.5
47.24,2429954.03345863,3,3.5,3,3,3.5
47.8,2428743.85330831,3,3.5,3,3,3.5
48.24,2416553.85056392,3,3.5,3,3,3.5
48.64,2372134.42466168,3,3.5,3,3,3.5
48.99,2458815.67209586,3,3.5,3,3,3.5
49.17,2459160.1004041,3,3.5,3,3,3.5
49.41,2440710.15011281,3,3.5,3,3,3.5
49.66,2413939.59535715,3,3.5,3,3,3.5
50.14,2426258.20437973,3,3.5,3,3,3.5
50.38,2421055.43985901,3,3.5,3,3,3.5
50.56,2390965.01997177,3,3.5,3,3,3.5
50.86,2408342.75853379,3,3.5,3,3,3.5
51.12,2366701.30215229,3,3.5,3,3,3.5
51.33,2391825.10525375,3,3.5,3,3,3.5
51.65,2383937.13033832,3,3.5,3,3,3.5
51.8,2394375.18050748,3,3.5,3,3,3.5
51.94,2380349.33546056,3,3.5,3,3,3.5
52.14,2421560.62601505,3,3.5,3,3,3.5
52.26,2401675.06502821,3,3.5,3,3,3.5
52.61,2418353.96890035,3,3.5,3,3,3.5
52.7,2376341.22964288,3,3.5,3,3,3.5
52.87,2385563.5562876,3,3.5,3,3,3.5
53.02,2410398.85756576,3,3.5,3,3,3.5
53.07,2376049.52498118,3,3.5,3,3,3.5
53.23,2409675.26247178,3,3.5,3,3,3.5
53.38,2394213.68354319,3,3.5,3,3,3.5
53.52,2452847.42921055,3,3.5,3,3,3.5
53.52,2417327.95195489,3,3.5,3,3,3.5
53.55,2365292.29965229,3,3.5,3,3,3.5
53.72,2382270.17616544,3,3.5,3,3,3.5
53.88,2385812.39218983,3,3.5,3,3,3.5
53.92,2390837.52236839,3,3.5,3,3,3.5
54.15,2442184.56442666,3,3.5,3,3,3.5
54.35,2413620.29701125,3,3.5,3,3,3.5
54.33,2408578.16715229,3,3.5,3,3,3.5
54.38,2411695.26797933,3,3.5,3,3,3.5
54.5,2411283.08732144,3,3.5,3,3,3.5
54.55,2388166.97111839,3,3.5,3,3,3.5
54.76,2405391.09662597,3,3.5,3,3,3.5
54.75,2460251.89872178,3,3.5,3,3,3.5
54.71,2474941.47042291,3,3.5,3,3,3.5
54.73,2419231.66979319,3,3.5,3,3,3.5
54.78,2433444.7576974,3,3.5,3,3,3.5
54.81,2482396.69260342,3,3.5,3,3,3.5
54.85,2476049.89886281,3,3.5,3,3,3.5
54.94,2467346.18565789,3,3.5,3,3,3.5
54.93,2422245.29430454,3,3.5,3,3,3.5
54.96,2392672.00962403,3,3.5,3,3,3.5
54.99,2461838.78193606,3,3.5,3,3,3.5
55.11,2400955.90463346,3,3.5,3,3,3.5
55.05,2444817.05117485,3,3.5,3,3,3.5
55.02,2451024.15188913,3,3.5,3,3,3.5
55.02,2465972.66075188,3,3.5,3,3,3.5
55.27,2391115.43018799,3,3.5,3,3,3.5
55.2,2375026.83406014,3,3.5,3,3,3.5
55.21,2405010.32842108,3,3.5,3,3,3.5
55.34,2361786.30033832,2.5,6.5,2.5,2.5,6.5
55.15,2346412.92265034,2.5,6.5,2.5,2.5,6.5
53.27,2302905.19700187,2.5,6.5,2.5,2.5,6.5
51.99,2262231.12098687,2.5,6.5,2.5,2.5,6.5
51.4,2192295.913844,2.5,6.5,2.5,2.5,6.5
50.96,2208720.56162598,2.5,6.5,2.5,2.5,6.5
50.57,2229564.75676689,2.5,6.5,2.5,2.5,6.5
50.43,2289563.65068607,2.5,6.5,2.5,2.5,6.5
50.06,2212226.9304981,2.5,6.5,2.5,2.5,6.5
49.95,2236942.37171057,2.5,6.5,2.5,2.5,6.5
49.81,2228626.07875943,2.5,6.5,2.5,2.5,6.5
49.38,2230739.21295115,2.5,6.5,2.5,2.5,6.5
49.37,2253082.82918232,2.5,6.5,2.5,2.5,6.5
49.32,2268499.56837404,2.5,6.5,2.5,2.5,6.5
49.15,2265540.39211462,2.5,6.5,2.5,2.5,6.5
49.1,2234444.65054515,2.5,6.5,2.5,2.5,6.5
49,2180193.49640974,2.5,6.5,2.5,2.5,6.5
48.93,2150658.39941731,2.5,6.5,2.5,2.5,6.5
48.84,2277494.24712405,2.5,6.5,2.5,2.5,6.5
48.57,2203421.3423966,2.5,6.5,2.5,2.5,6.5
48.51,2226189.08833648,2.5,6.5,2.5,2.5,6.5
48.4,2222573.57658831,2.5,6.5,2.5,2.5,6.5
48.38,2274159.47647552,2.5,6.5,2.5,2.5,6.5
48.27,2253424.91695489,2.5,6.5,2.5,2.5,6.5
48.23,2231062.45325188,2.5,6.5,2.5,2.5,6.5
48.25,2266931.53263156,2.5,6.5,2.5,2.5,6.5
48.24,2188241.49005636,2.5,6.5,2.5,2.5,6.5
48.24,2182759.95541349,2.5,6.5,2.5,2.5,6.5
47.67,2244780.94900374,2.5,6.5,2.5,2.5,6.5
47.86,2245348.09776317,2.5,6.5,2.5,2.5,6.5
47.98,2242235.55482147,2.5,6.5,2.5,2.5,6.5
48.05,2259741.40691727,2.5,6.5,2.5,2.5,6.5
48.07,2253706.88991544,2.5,6.5,2.5,2.5,6.5
48,2246489.293703,2.5,6.5,2.5,2.5,6.5
47.95,2239264.79906952,2.5,6.5,2.5,2.5,6.5
47.88,2229424.32462402,2.5,6.5,2.5,2.5,6.5
47.79,2251136.98170115,2.5,6.5,2.5,2.5,6.5
47.76,2250683.78007518,2.5,6.5,2.5,2.5,6.5
47.74,2254797.4563722,2.5,6.5,2.5,2.5,6.5
47.71,2258000.78746236,2.5,6.5,2.5,2.5,6.5
47.81,2241891.24969921,2.5,6.5,2.5,2.5,6.5
47.84,2245431.49474627,2.5,6.5,2.5,2.5,6.5
47.62,2227009.87725567,2.5,6.5,2.5,2.5,6.5
47.63,2253464.95243424,2.5,6.5,2.5,2.5,6.5
47.6,2268283.37678575,2.5,6.5,2.5,2.5,6.5
47.7,2277487.34870298,2.5,6.5,2.5,2.5,6.5
47.57,2283605.75543234,2.5,6.5,2.5,2.5,6.5
47.5,2206647.33972744,2.5,6.5,2.5,2.5,6.5
47.47,2262833.00822372,2.5,6.5,2.5,2.5,6.5
47.51,2235784.91520679,2.5,6.5,2.5,2.5,6.5
47.51,2247544.01300748,2.5,6.5,2.5,2.5,6.5
47.52,2228367.38796995,2.5,6.5,2.5,2.5,6.5
47.66,2263696.54271615,2.5,6.5,2.5,2.5,6.5
47.49,2251102.8591541,2.5,6.5,2.5,2.5,6.5
47.45,2211084.00995299,2.5,6.5,2.5,2.5,6.5
47.52,2282189.23858086,2.5,6.5,2.5,2.5,6.5
47.57,2234504.76535716,2.5,6.5,2.5,2.5,6.5
47.39,2276387.42010343,2.5,6.5,2.5,2.5,6.5
47.45,2244851.90419174,2.5,6.5,2.5,2.5,6.5
47.44,2241536.59694545,2.5,6.5,2.5,2.5,6.5
47.43,2244052.79602441,1.5,6,1.5,1.5,6
46.4,1749449.43383459,1.5,6,1.5,1.5,6
45.3,1732569.12070488,1.5,6,1.5,1.5,6
44.71,1753053.48927631,1.5,6,1.5,1.5,6
44.41,1766798.96278195,1.5,6,1.5,1.5,6
44.03,1757010.22649436,1.5,6,1.5,1.5,6
43.49,1750720.71428572,1.5,6,1.5,1.5,6
43.39,1780238.19566729,1.5,6,1.5,1.5,6
43.03,1769013.84868421,1.5,6,1.5,1.5,6
42.74,1794683.85890978,1.5,6,1.5,1.5,6
42.62,1797062.33593985,1.5,6,1.5,1.5,6
42.27,1757055.80534774,1.5,6,1.5,1.5,6
42.1,1795962.40734023,1.5,6,1.5,1.5,6
41.86,1772826.82773496,1.5,6,1.5,1.5,6
41.69,1780728.22993421,1.5,6,1.5,1.5,6
41.46,1795341.30307331,1.5,6,1.5,1.5,6
41.32,1796460.07914474,1.5,6,1.5,1.5,6
41.18,1785600.36298873,1.5,6,1.5,1.5,6
41.03,1764646.65541354,1.5,6,1.5,1.5,6
40.88,1757054.32711466,1.5,6,1.5,1.5,6
40.64,1766732.93503759,1.5,6,1.5,1.5,6
40.46,1762327.55407895,1.5,6,1.5,1.5,6
40.39,1816733.79950188,1.5,6,1.5,1.5,6
40.26,1779582.35292293,1.5,6,1.5,1.5,6
40.15,1765570.55109023,1.5,6,1.5,1.5,6
40.18,1773162.01708646,1.5,6,1.5,1.5,6
40.08,1762785.19040414,1.5,6,1.5,1.5,6
39.88,1754645.4231203,1.5,6,1.5,1.5,6
39.8,1789319.47423873,1.5,6,1.5,1.5,6
39.5,1767446.67524435,1.5,6,1.5,1.5,6
39.41,1760863.36421053,1.5,6,1.5,1.5,6
39.32,1777589.57154135,1.5,6,1.5,1.5,6
39.41,1795304.47043233,1.5,6,1.5,1.5,6
39.34,1769303.8287406,1.5,6,1.5,1.5,6
39.3,1779421.84144737,1.5,6,1.5,1.5,6
39.31,1793636.03802632,1.5,6,1.5,1.5,6
39.26,1789224.49776316,1.5,6,1.5,1.5,6
39.24,1783676.31944549,1.5,6,1.5,1.5,6
39.27,1781929.54068609,1.5,6,1.5,1.5,6
39.24,1792579.10137218,1.5,6,1.5,1.5,6
39.17,1804309.12725564,1.5,6,1.5,1.5,6
39.13,1775723.67183271,1.5,6,1.5,1.5,6
39.06,1775927.54481202,1.5,6,1.5,1.5,6
38.87,1763593.41434211,1.5,6,1.5,1.5,6
38.85,1764828.47808271,1.5,6,1.5,1.5,6
38.93,1773782.25905075,1.5,6,1.5,1.5,6
38.89,1792063.81395676,1.5,6,1.5,1.5,6
38.71,1782142.89899435,1.5,6,1.5,1.5,6
38.5,1788650.57376879,1.5,6,1.5,1.5,6
38.48,1770406.46743421,1.5,6,1.5,1.5,6
38.51,1783256.87080828,1.5,6,1.5,1.5,6
38.55,1779460.89143797,1.5,6,1.5,1.5,6
38.53,1759711.45108083,1.5,6,1.5,1.5,6
38.48,1773284.71043233,1.5,6,1.5,1.5,6
38.45,1754969.2793515,1.5,6,1.5,1.5,6
38.39,1799677.69982143,1.5,6,1.5,1.5,6
38.33,1766251.27742481,1.5,6,1.5,1.5,6
38.22,1775979.28296992,1.5,6,1.5,1.5,6
38.26,1759045.01433271,1.5,6,1.5,1.5,6
38.16,1783167.56089286,1.5,6,1.5,1.5,6
38.06,1789890.6881391,3.5,5.5,3.5,3.5,5.5
39.13,2402327.58174809,3.5,5.5,3.5,3.5,5.5
41.22,2396290.47783833,3.5,5.5,3.5,3.5,5.5
41.8,2452206.2456109,3.5,5.5,3.5,3.5,5.5
42.63,2430325.68589289,3.5,5.5,3.5,3.5,5.5
43.29,2404096.65718983,3.5,5.5,3.5,3.5,5.5
43.76,2416298.23942666,3.5,5.5,3.5,3.5,5.5
44.25,2451977.1194831,3.5,5.5,3.5,3.5,5.5
44.72,2437142.31138155,3.5,5.5,3.5,3.5,5.5
44.97,2426751.31829888,3.5,5.5,3.5,3.5,5.5
45.39,2433982.95772554,3.5,5.5,3.5,3.5,5.5
45.63,2455768.41778199,3.5,5.5,3.5,3.5,5.5
45.8,2441373.01446431,3.5,5.5,3.5,3.5,5.5
46.1,2437429.82771616,3.5,5.5,3.5,3.5,5.5
46.28,2427198.73017859,3.5,5.5,3.5,3.5,5.5
46.47,2435129.45066726,3.5,5.5,3.5,3.5,5.5
46.59,2452536.13796056,3.5,5.5,3.5,3.5,5.5
46.69,2437805.17573311,3.5,5.5,3.5,3.5,5.5
46.92,2476058.27551691,3.5,5.5,3.5,3.5,5.5
47.26,2437773.27053573,3.5,5.5,3.5,3.5,5.5
47.31,2407138.36812972,3.5,5.5,3.5,3.5,5.5
47.58,2402930.57765975,3.5,5.5,3.5,3.5,5.5
47.84,2425170.22483086,3.5,5.5,3.5,3.5,5.5
47.91,2435869.67588346,3.5,5.5,3.5,3.5,5.5
47.96,2421844.81632518,3.5,5.5,3.5,3.5,5.5
48.07,2426784.08579888,3.5,5.5,3.5,3.5,5.5
48.23,2435512.80578005,3.5,5.5,3.5,3.5,5.5
48.2,2406796.4035432,3.5,5.5,3.5,3.5,5.5
48.36,2422717.83614661,3.5,5.5,3.5,3.5,5.5
48.58,2410015.62563913,3.5,5.5,3.5,3.5,5.5
48.54,2395715.44516917,3.5,5.5,3.5,3.5,5.5
48.56,2444605.5406579,3.5,5.5,3.5,3.5,5.5
48.62,2393636.55671055,3.5,5.5,3.5,3.5,5.5
48.74,2408709.97626883,3.5,5.5,3.5,3.5,5.5
48.85,2456503.09962407,3.5,5.5,3.5,3.5,5.5
48.83,2427213.3893233,3.5,5.5,3.5,3.5,5.5
48.86,2412032.55149433,3.5,5.5,3.5,3.5,5.5
48.81,2413978.39897554,3.5,5.5,3.5,3.5,5.5
49.05,2407823.52916349,3.5,5.5,3.5,3.5,5.5
49.09,2421905.42388156,3.5,5.5,3.5,3.5,5.5
49.16,2430536.82685148,3.5,5.5,3.5,3.5,5.5
49.34,2433589.25498119,3.5,5.5,3.5,3.5,5.5
49.19,2456355.27631577,3.5,5.5,3.5,3.5,5.5
49.48,2463024.57124061,3.5,5.5,3.5,3.5,5.5
49.51,2425989.78188913,3.5,5.5,3.5,3.5,5.5
49.6,2482755.53368422,3.5,5.5,3.5,3.5,5.5
49.8,2416605.46553573,3.5,5.5,3.5,3.5,5.5
49.98,2419784.89852443,3.5,5.5,3.5,3.5,5.5
49.95,2434825.30421056,3.5,5.5,3.5,3.5,5.5
50.03,2429947.99734026,3.5,5.5,3.5,3.5,5.5
50.02,2397130.73015975,3.5,5.5,3.5,3.5,5.5
50.05,2402051.76809207,3.5,5.5,3.5,3.5,5.5
50.27,2455146.57439852,3.5,5.5,3.5,3.5,5.5
50.56,2465477.57585522,3.5,5.5,3.5,3.5,5.5
50.93,2437838.18960524,3.5,5.5,3.5,3.5,5.5
51.06,2406961.71927631,3.5,5.5,3.5,3.5,5.5
51.2,2436959.25685147,3.5,5.5,3.5,3.5,5.5
51.13,2399243.24842108,3.5,5.5,3.5,3.5,5.5
51.15,2429520.54160716,3.5,5.5,3.5,3.5,5.5
51.14,2465838.3879135,3.5,5.5,3.5,3.5,5.5
51.19,2416744.29625943,1.5,7,1.5,1.5,7
50.32,1948326.72445489,1.5,7,1.5,1.5,7
47.98,1772937.81840226,1.5,7,1.5,1.5,7
46.92,1759294.21979323,1.5,7,1.5,1.5,7
46.26,1739934.54022556,1.5,7,1.5,1.5,7
45.62,1778140.82929512,1.5,7,1.5,1.5,7
45.03,1758872.92336467,1.5,7,1.5,1.5,7
44.48,1754325.13928571,1.5,7,1.5,1.5,7
44.05,1757058.02269737,1.5,7,1.5,1.5,7
43.87,1759482.32495301,1.5,7,1.5,1.5,7
43.65,1789508.07214286,1.5,7,1.5,1.5,7
43.12,1756271.60269737,1.5,7,1.5,1.5,7
42.73,1776343.66742481,1.5,7,1.5,1.5,7
42.43,1779537.88274436,1.5,7,1.5,1.5,7
42.2,1737120.96992481,1.5,7,1.5,1.5,7
41.84,1772088.81986842,1.5,7,1.5,1.5,7
41.5,1772737.27144737,1.5,7,1.5,1.5,7
41.35,1777469.71147556,1.5,7,1.5,1.5,7
41.01,1759898.94031015,1.5,7,1.5,1.5,7
40.87,1784344.35761278,1.5,7,1.5,1.5,7
40.69,1777119.98616542,1.5,7,1.5,1.5,7
40.68,1790741.90402256,1.5,7,1.5,1.5,7
40.7,1776208.53228384,1.5,7,1.5,1.5,7
40.71,1767294.78679511,1.5,7,1.5,1.5,7
40.47,1800805.46847744,1.5,7,1.5,1.5,7
40.35,1807485.11103384,1.5,7,1.5,1.5,7
40.01,1755040.60409774,1.5,7,1.5,1.5,7
39.89,1769860.01393797,1.5,7,1.5,1.5,7
39.76,1762431.89269736,1.5,7,1.5,1.5,7
39.64,1749701.10301692,1.5,7,1.5,1.5,7
39.56,1742674.32205827,1.5,7,1.5,1.5,7
39.41,1786752.02974624,1.5,7,1.5,1.5,7
39.35,1786350.4430921,1.5,7,1.5,1.5,7
39.27,1762643.64958646,1.5,7,1.5,1.5,7
39.01,1772228.88245301,1.5,7,1.5,1.5,7
38.83,1766111.46121241,1.5,7,1.5,1.5,7
38.74,1790917.32101503,1.5,7,1.5,1.5,7
38.68,1777658.43256579,1.5,7,1.5,1.5,7
38.6,1737225.43172932,1.5,7,1.5,1.5,7
38.46,1767280.25083647,1.5,7,1.5,1.5,7
38.5,1767764.00261278,1.5,7,1.5,1.5,7
38.48,1756477.07709586,1.5,7,1.5,1.5,7
38.41,1771189.06866542,1.5,7,1.5,1.5,7
38.39,1790161.08160714,1.5,7,1.5,1.5,7
38.29,1810758.53500939,1.5,7,1.5,1.5,7
38.17,1757380.2775094,1.5,7,1.5,1.5,7
38.2,1789968.41856203,1.5,7,1.5,1.5,7
38.2,1764706.2774812,1.5,7,1.5,1.5,7
38.06,1748166.08114662,1.5,7,1.5,1.5,7
38.03,1772645.37462406,1.5,7,1.5,1.5,7
37.99,1774014.46483083,1.5,7,1.5,1.5,7
37.97,1757804.77677632,1.5,7,1.5,1.5,7
37.85,1756681.56600564,1.5,7,1.5,1.5,7
37.72,1746230.58129699,1.5,7,1.5,1.5,7
37.59,1770540.37071429,1.5,7,1.5,1.5,7
37.4,1757009.48737782,1.5,7,1.5,1.5,7
37.29,1778154.37976504,1.5,7,1.5,1.5,7
37.1,1759471.85413533,1.5,7,1.5,1.5,7
37.05,1759869.3756485,1.5,7,1.5,1.5,7
36.98,1759003.99336466,1.5,7,1.5,1.5,7
36.92,1758220.40664474,1.5,6.5,1.5,1.5,6.5
36.98,1790000.69331767,1.5,6.5,1.5,1.5,6.5
36.97,1751709.15947368,1.5,6.5,1.5,1.5,6.5
37.1,1789403.36396617,1.5,6.5,1.5,1.5,6.5
37.09,1781678.11787594,1.5,6.5,1.5,1.5,6.5
37.12,1789775.75551692,1.5,6.5,1.5,1.5,6.5
37,1800981.74777256,1.5,6.5,1.5,1.5,6.5
36.96,1761055.2881391,1.5,6.5,1.5,1.5,6.5
36.83,1760412.87267857,1.5,6.5,1.5,1.5,6.5
36.53,1754092.07120301,1.5,6.5,1.5,1.5,6.5
36.55,1796295.87208647,1.5,6.5,1.5,1.5,6.5
36.52,1786636.48119361,1.5,6.5,1.5,1.5,6.5
36.43,1784681.02519736,1.5,6.5,1.5,1.5,6.5
36.35,1757120.84760339,1.5,6.5,1.5,1.5,6.5
36.15,1792539.31226504,1.5,6.5,1.5,1.5,6.5
36.05,1798787.55713346,1.5,6.5,1.5,1.5,6.5
36.25,1780004.01890977,1.5,6.5,1.5,1.5,6.5
36.34,1788682.84852443,1.5,6.5,1.5,1.5,6.5
36.32,1769703.81397557,1.5,6.5,1.5,1.5,6.5
36.28,1769103.28178572,1.5,6.5,1.5,1.5,6.5
36.59,1760576.21743421,1.5,6.5,1.5,1.5,6.5
36.6,1785362.49064849,1.5,6.5,1.5,1.5,6.5
36.72,1789636.67842106,1.5,6.5,1.5,1.5,6.5
36.6,1787719.28692669,1.5,6.5,1.5,1.5,6.5
36.38,1797552.12383459,1.5,6.5,1.5,1.5,6.5
36.31,1793499.67102444,1.5,6.5,1.5,1.5,6.5
36.23,1779939.22302631,1.5,6.5,1.5,1.5,6.5
36.19,1761932.00354323,1.5,6.5,1.5,1.5,6.5
36.15,1784291.51078007,1.5,6.5,1.5,1.5,6.5
36.14,1832328.04984963,1.5,6.5,1.5,1.5,6.5
36.12,1750220.33238722,1.5,6.5,1.5,1.5,6.5
36.3,1764315.77757518,1.5,6.5,1.5,1.5,6.5
36.22,1770221.19555451,1.5,6.5,1.5,1.5,6.5
36.16,1775061.17703947,1.5,6.5,1.5,1.5,6.5
36.12,1769019.39205828,1.5,6.5,1.5,1.5,6.5
36.28,1767489.42081767,1.5,6.5,1.5,1.5,6.5
36.4,1757884.72454887,1.5,6.5,1.5,1.5,6.5
36.37,1750995.6656391,1.5,6.5,1.5,1.5,6.5
36.28,1754397.69589286,1.5,6.5,1.5,1.5,6.5
36.27,1763480.32951128,1.5,6.5,1.5,1.5,6.5
36.19,1791903.05610902,1.5,6.5,1.5,1.5,6.5
36.32,1769627.6849718,1.5,6.5,1.5,1.5,6.5
36.17,1773916.90144737,1.5,6.5,1.5,1.5,6.5
36.13,1788870.95368421,1.5,6.5,1.5,1.5,6.5
36.07,1782171.72453947,1.5,6.5,1.5,1.5,6.5
35.98,1759884.03479323,1.5,6.5,1.5,1.5,6.5
35.88,1783367.12235902,1.5,6.5,1.5,1.5,6.5
35.91,1760356.33026316,1.5,6.5,1.5,1.5,6.5
35.93,1770540.74027256,1.5,6.5,1.5,1.5,6.5
35.99,1745727.6124906,1.5,6.5,1.5,1.5,6.5
35.95,1772391.85765038,1.5,6.5,1.5,1.5,6.5
35.99,1777339.62696429,1.5,6.5,1.5,1.5,6.5
35.94,1787014.6624906,1.5,6.5,1.5,1.5,6.5
35.8,1831543.72401316,1.5,6.5,1.5,1.5,6.5
35.74,1796385.92111842,1.5,6.5,1.5,1.5,6.5
35.62,1792940.03661654,1.5,6.5,1.5,1.5,6.5
35.52,1755850.55264099,1.5,6.5,1.5,1.5,6.5
35.5,1807663.11493421,1.5,6.5,1.5,1.5,6.5
35.78,1778036.49067669,1.5,6.5,1.5,1.5,6.5
35.72,1801743.6537406,1.5,6.5,1.5,1.5,6.5
35.68,1798003.35448308,2,5.5,2,2,5.5
35.78,1998893.87537594,2,5.5,2,2,5.5
36.55,2054832.43257519,2,5.5,2,2,5.5
36.91,2028748.88664474,2,5.5,2,2,5.5
37.16,2031133.64616541,2,5.5,2,2,5.5
37.5,2011506.65278196,2,5.5,2,2,5.5
37.57,2036080.4299906,2,5.5,2,2,5.5
37.56,2031322.12088346,2,5.5,2,2,5.5
37.74,2069409.28900376,2,5.5,2,2,5.5
37.95,2008758.24792293,2,5.5,2,2,5.5
38.09,2012611.26245301,2,5.5,2,2,5.5
38.22,2028817.3781109,2,5.5,2,2,5.5
38.28,2019020.51154135,2,5.5,2,2,5.5
38.34,2015042.83268797,2,5.5,2,2,5.5
38.56,2011872.63865602,2,5.5,2,2,5.5
38.63,2044418.77325188,2,5.5,2,2,5.5
38.7,2020090.99866542,2,5.5,2,2,5.5
38.71,2015940.98247181,2,5.5,2,2,5.5
38.73,2018029.72581767,2,5.5,2,2,5.5
38.84,2044439.46851503,2,5.5,2,2,5.5
39,2029072.12694549,2,5.5,2,2,5.5
38.95,2013512.4918891,2,5.5,2,2,5.5
38.88,2051508.62548872,2,5.5,2,2,5.5
38.92,2013331.53152256,2,5.5,2,2,5.5
38.95,2033839.30545113,2,5.5,2,2,5.5
38.98,2022383.12224623,2,5.5,2,2,5.5
38.97,2036830.63328007,2,5.5,2,2,5.5
39.09,1996359.81431391,2,5.5,2,2,5.5
39.25,2014732.03418233,2,5.5,2,2,5.5
39.42,2002037.09165414,2,5.5,2,2,5.5
39.49,1998326.72661654,2,5.5,2,2,5.5
39.54,2045280.5831391,2,5.5,2,2,5.5
39.47,2014849.43052631,2,5.5,2,2,5.5
39.4,2032650.92923872,2,5.5,2,2,5.5
39.43,2044834.77267857,2,5.5,2,2,5.5
39.42,2056932.63222745,2,5.5,2,2,5.5
39.6,2053572.48524436,2,5.5,2,2,5.5
39.65,2021888.28372181,2,5.5,2,2,5.5
39.65,1986152.86125,2,5.5,2,2,5.5
39.75,2004032.4599436,2,5.5,2,2,5.5
39.96,2047602.14819549,2,5.5,2,2,5.5
39.88,2037244.66172932,2,5.5,2,2,5.5
39.79,2036618.63001879,2,5.5,2,2,5.5
39.84,2009412.61243421,2,5.5,2,2,5.5
39.79,2031502.21894737,2,5.5,2,2,5.5
39.74,2044353.97736842,2,5.5,2,2,5.5
39.92,2003913.83173872,2,5.5,2,2,5.5
40,1999067.69094925,2,5.5,2,2,5.5
40.14,2045502.68765977,2,5.5,2,2,5.5
40.21,2031014.77158835,2,5.5,2,2,5.5
40.08,2016992.0061936,2,5.5,2,2,5.5
39.96,2068730.7800188,2,5.5,2,2,5.5
40.02,2010314.82735902,2,5.5,2,2,5.5
39.91,2040151.97664474,2,5.5,2,2,5.5
39.84,2029617.594953,2,5.5,2,2,5.5
39.88,2026922.89922932,2,5.5,2,2,5.5
39.86,2035581.89588346,2,5.5,2,2,5.5
39.8,2001146.70259399,2,5.5,2,2,5.5
39.84,2008145.88986842,2,5.5,2,2,5.5
39.8,2049355.70218985,2,5.5,2,2,5.5
39.78,2034634.59484962,3.5,7.5,3.5,3.5,7.5
40.87,2354349.67925748,3.5,7.5,3.5,3.5,7.5
41.66,2263748.40406015,3.5,7.5,3.5,3.5,7.5
41.43,2240261.62091169,3.5,7.5,3.5,3.5,7.5
41.84,2145815.33828006,3.5,7.5,3.5,3.5,7.5
42.14,2234557.85856204,3.5,7.5,3.5,3.5,7.5
42.44,2075163.31127819,3.5,7.5,3.5,3.5,7.5
42.54,2127148.4572838,3.5,7.5,3.5,3.5,7.5
43.14,2291110.12886281,3.5,7.5,3.5,3.5,7.5
43.2,2103251.83401315,3.5,7.5,3.5,3.5,7.5
43.39,2036202.6305921,3.5,7.5,3.5,3.5,7.5
43.48,2156681.46011281,3.5,7.5,3.5,3.5,7.5
43.59,2191579.34035717,3.5,7.5,3.5,3.5,7.5
43.95,2121798.97812973,3.5,7.5,3.5,3.5,7.5
43.86,2083497.95895676,3.5,7.5,3.5,3.5,7.5
44.06,2175877.30218043,3.5,7.5,3.5,3.5,7.5
44.45,2094916.20084587,3.5,7.5,3.5,3.5,7.5
44.6,2147046.95281012,3.5,7.5,3.5,3.5,7.5
44.65,2090558.36971805,3.5,7.5,3.5,3.5,7.5
45,2175570.69200188,3.5,7.5,3.5,3.5,7.5
45.32,2148202.31515034,3.5,7.5,3.5,3.5,7.5
45.59,2091504.31570489,3.5,7.5,3.5,3.5,7.5
45.98,2209760.62178574,3.5,7.5,3.5,3.5,7.5
45.99,2121865.99136282,3.5,7.5,3.5,3.5,7.5
46.04,2071039.90328008,3.5,7.5,3.5,3.5,7.5
46.21,2110745.12069546,3.5,7.5,3.5,3.5,7.5
46.31,2133935.02536657,3.5,7.5,3.5,3.5,7.5
46.51,2081024.25907895,3.5,7.5,3.5,3.5,7.5
46.76,2080205.07157895,3.5,7.5,3.5,3.5,7.5
46.97,2234565.24972747,3.5,7.5,3.5,3.5,7.5
47.22,2185831.84694548,3.5,7.5,3.5,3.5,7.5
